Commodities,Countries,Country Subcode,Rate Provision,District,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Quantity 2 (Gen),Quantity 2 (Cons),Card Count
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Japan","All Country Subcodes","All Rate Provisions","All Districts","2020","48352818","48451750","","","","","166"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","Japan","All Country Subcodes","All Rate Provisions","All Districts","2011","22776","22776","","","","","3"
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2017","1021774","457518","","","","","4"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2015","7038697","1128585","","","","","177"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2013","717004","717004","","","","","15"
"2605 Cobalt Ores And Concentrates","Japan","All Country Subcodes","All Rate Provisions","All Districts","2014","247149","247149","","","","","3"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2018","12622091","12622091","","","","","197"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2019","452015","452015","","","","","2"
"7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2014","442255","442255","","","","","28"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2019","263986","263986","","","","","20"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2020","1510456","1510456","","","","","16"
"2820 Manganese Oxides","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2014","303525","303525","","","","","15"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2011","11400","11400","","","","","1"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","Japan","All Country Subcodes","All Rate Provisions","All Districts","2018","3124898","3124898","","","","","60"
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2013","404880","404880","","","","","4"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2018","964831","964831","","","","","21"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2013","142025","142025","","","","","3"
"7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2014","26006","26006","","","","","5"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2016","819600","819600","","","","","22"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2018","546545","546545","","","","","9"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2018","2182416","2182416","","","","","9"
"3910 Silicones, In Primary Forms","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2017","2682114","2682114","","","","","82"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2019","157361","157361","","","","","9"
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","Japan","All Country Subcodes","All Rate Provisions","All Districts","2012","263594388","263594388","","","","","2081"
"2820 Manganese Oxides","Japan","All Country Subcodes","All Rate Provisions","All Districts","2015","13518607","13518607","","","","","110"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2014","178338","178338","","","","","8"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2017","976665","307575","","","","","3"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2016","786893","786893","","","","","17"
"2504 Natural Graphite","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2012","8435","8435","","","","","2"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2020","66012","66012","","","","","10"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2018","3779218","3779218","","","","","3"
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2015","240252950","240252950","","","","","80"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2015","239038","239038","","","","","18"
"3910 Silicones, In Primary Forms","Japan","All Country Subcodes","All Rate Provisions","All Districts","2011","143386001","143323425","","","","","3394"
"7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2012","180896","180896","","","","","20"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2020","22702","22702","","","","","5"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2013","141372","141372","","","","","9"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Japan","All Country Subcodes","All Rate Provisions","All Districts","2011","221694341","221542237","","","","","917"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2014","6362028","6367510","","","","","291"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Japan","All Country Subcodes","All Rate Provisions","All Districts","2012","22631766","22631766","","","","","178"
"3910 Silicones, In Primary Forms","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2017","703","703","","","","","1"
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2011","13817767","13817767","","","","","13"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2012","68542","68542","","","","","1"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2016","51146","51146","","","","","2"
"3910 Silicones, In Primary Forms","Japan","All Country Subcodes","All Rate Provisions","All Districts","2014","113015995","112469609","","","","","2710"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2019","1970934","1970934","","","","","14"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2011","2314173","2314173","","","","","37"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","Japan","All Country Subcodes","All Rate Provisions","All Districts","2013","338971","338971","","","","","9"
"8110 Antimony And Artcls Throf Incl Waste And Scrap","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2017","1840706","1840706","","","","","12"
"3910 Silicones, In Primary Forms","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2020","25145","25145","","","","","9"
"3910 Silicones, In Primary Forms","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2017","134168","134168","","","","","8"
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2019","8930","8930","","","","","1"
"2614 Titanium Ores And Concentrates","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2014","4025099","4025099","","","","","29"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2014","158749","158749","","","","","1"
"2801 Fluorine, Chlorine, Bromine & Iodine","Japan","All Country Subcodes","All Rate Provisions","All Districts","2018","11875139","11875139","","","","","35"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2020","62375","62375","","","","","1"
"7226 Fl-rl Alloy Steel Nesoi Un 600mm Wide","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2018","9214","9214","","","","","3"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2015","238690","238690","","","","","20"
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2013","60191","60191","","","","","1"
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Japan","All Country Subcodes","All Rate Provisions","All Districts","2020","98437397","98437397","","","","","127"
"3910 Silicones, In Primary Forms","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2017","1172","1172","","","","","2"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2014","37870311","29316162","","","","","488"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2020","32110","32110","","","","","4"
"7110 Platinum, Unwrought, Semimfr Forms Or In Powder Fm","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2014","844167","844167","","","","","6"
"2846 Rare-earth Metal Compounds Of Yttrium Or Scandium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2020","2199417","2199417","","","","","23"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2014","8702406","8702406","","","","","369"
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2015","724126","724126","","","","","5"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Japan","All Country Subcodes","All Rate Provisions","All Districts","2020","178228973","178300401","","","","","875"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2012","1744106","1744106","","","","","18"
"3910 Silicones, In Primary Forms","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2011","6999481","6870476","","","","","199"
"3910 Silicones, In Primary Forms","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2013","83283","83283","","","","","7"
"3910 Silicones, In Primary Forms","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2012","39773","39773","","","","","8"
"3910 Silicones, In Primary Forms","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2014","89492","89492","","","","","6"
"8105 Cobalt Mattes Etc, Cobalt & Art, Inc Waste & Scrap","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2014","623412","623412","","","","","21"
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2018","472547","472547","","","","","8"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2014","12412","12412","","","","","2"
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2018","1135260","1135260","","","","","3"
"8111 Manganese And Artcles Thereof, Inc Waste And Scrap","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2015","1923754","1923754","","","","","4"
"3801 Artificial Graphite; Collodial Graphite & Prep Etc","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2016","323271","323271","","","","","34"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2017","3308027","3308027","","","","","36"
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2013","33365402","33365402","","","","","263"
"8112 Beryllium,chromium,hafnium,rhenium Etc & Articles","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2012","1915876","1915876","","","","","20"
"7225 Fl-rl Alloy Steel Nesoi Nun 600mm Wide","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2020","264767","264767","","","","","4"
"8108 Titanium & Articles Thereof, Includ Waste & Scrap","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2019","272943","272943","","","","","15"
